Enum	Text
ENCHANT_TRANSFORM	enchantment transfer
ENCHANT	enchant
PUT_FASHIONSUIT	Show package shape
PUT_FASHION	Display shape
TAKEOFF_FASHION	hide shape
TAKEOFF_FASHIONSUIT	Hidden suit shape
HAIR_COULORING	dyeing
FASHION_PUT_STORAGE	put in closet
FASHION_STORAGE_SURE	The fashion will start timing when placed in the wardrobe, and the shape can be set in the wardrobe
FASHION_STORAGE_ACTIVATE_TIPS	Collect the corresponding props to activate the charm attribute
FASHION_STORAGE_SUCCESS	It has been put in the wardrobe, please go to the wardrobe to display the fashion
FASHION_STORAGE_GO	go to get
FASHIONSTORAGE_ATT_TITLE	Charisma ({0}/{1})
FASHION_STORAGE_HARI_MESSAGE	Looking forward to more hair colors
FASHION_STORAGE_ATT	Favorite {0} pieces {1}+{2}
FASHION_STORAGE_FASHION_DESC	Charm attribute can be activated by acquiring costumes
FASHION_STORAGE_EQUIP_DESC	Get the equipment to activate the charm attribute
FASHION_FIGHT_DESC	Favorite {0} pieces of combat power+{1}
FASHION_STORAGE_EFFECT_CONTENT	Collect {0} to unlock
FASHION_STPRAGE_MUTEXT	Coexistence of hairstyle and headgear may have display problems
SIGN_REDPAKCAGE_TIPS	Manual distribution by administrator
JADE_DIALOG_COMPOSE_ALL	Are you sure you want to upgrade all Dragon Jade?
JADE_DIALOG_COMPOSE_MAX_LEVEL	reached the highest level
JADE_DIALOG_COMPOSE_LACK	{0} are required to upgrade to the next level
JADE_DIALOG_COMPOSE_NUM	{0} dragon jades selected
JADE_DIALOG_NOEQUIP	No equipment selected
JADE_DIALOG_BUYSLOT	Are you sure you want to spend {0} to open the {1}th hole?
MYSTSHOP_REFRESH_TIME	Daily {0} refresh
NORMALSHOP_REFRESH	Are you sure you want to spend {0}{1} refreshing?
SHOP_TODAY_CAN_BUY	{0} more available for purchase today
SHOP_Weekly_CAN_BUY	{0} more available for purchase this week
SHOP_REFRESH_TIME	Refresh every day {0}
SHOP_NOT_OPEN_TIME	The store is not open yet
SHOP_JOIN_GUILD	Please join the guild first
SHOP_TOTAL_CAN_BUY	You can also buy {0}
TOOLTIP_BASIC_ATTR	Basic properties
TOOLTIP_ENHANCE_ATTR	Enhanced properties
TOOLTIP_REINFORCE_ATTR	Mastery attribute
TOOLTIP_SMELTING_ATTR	Purification properties
TOOLTIP_JADE_ATTR	Dragon Jade Attributes
TOOLTIP_PREFIX_ATTR	random property
TOOLTIP_ENCHANT_ATTR	enchanting property
XSys_Item_Equip	equipment
XSys_Item_Reinforce	proficient
XSys_Item_SlotAttr	proficient
XSys_Item_Enhance	strengthen
XSys_Item_Jade	dragon jade
XSys_Char_Attr	character attributes
XSys_Char_Emblem	coat of arms
XSys_Bag_Item	Backpack
XSys_Artifact	dragon
XSys_Reward_Achivement	Achievement
XSys_LevelReward	Level reward
XSys_Reward_Activity	Active Reward
XSys_WeekShareReward	share reward
XSys_Reward_System	System reward
XSys_Reward_Login	Check-in Reward
XSys_Camp_CampHall	camp hall
XSys_Camp_MemberHall	Personnel Hall
xSys_Mysterious	Infinite Fantasy
XSys_EquipCreate_EquipSet	Equipment production
XSys_EquipCreate_EmblemSet	Heraldry making
XSys_EquipCreate_ArtifactSet	dragon making
XSys_EquipCreate_Upgrade	Equipment upgrade
XSys_Activity	daily activities
XSys_TimeLimitActivity	Limited time event
XSys_Activity_Nest	nest
XSys_Activity_BossRush	theme park
XSys_Activity_Fashion	fashion copy
XSys_Activity_WorldBoss	World BOSS
XSys_Activity_ExpeditionFrame	Dragon's Expedition
XSys_Activity_DragonNest	Dragon's Cave
XSys_Activity_TeamTower	dark temple
XSys_Prerogative	personalise
XSys_Horse	mount
XSys_Fashion_OutLook	fashion
XSys_Fashion	fashion
XSys_Fashion_Wardrobe	wardrobe
XSys_Mall_Mall	mall
XSys_Mall_MystShop	mystery shop
XSys_Mall_Tear	Goddess Tears Shop
XSys_Rank_PPT	Combat ranking
XSys_Rank_Level	Ranking
XSys_Rank_Guild	Guild ranking
XSys_Rank_Fashion	fashion ranking
XSys_Rank_TeamTower	dark temple
XSys_Rank_GuildBoss	Guild Boss
XSys_Rank_Pet	Mount ranking
XSys_Rank_Sprite	Elf ranking
XSys_Rank_Qualifying	Ladder ranking
XSys_Rank_SkyArena	sky arena
XSys_Rank_DragonGuild	Team ranking
XSys_Rank_WorldBoss	World BOSS
XSys_Rank_Rift	Infinite Fantasy
XSys_FlowerRank	Charm ranking
XSys_Flower_Rank_Today	Today's list
XSys_Flower_Rank_Yesterday	Yesterday's list
XSys_Flower_Rank_History	history list
XSys_Flower_Rank_Week	weekly list
XSys_Flower_Rank_Activity	activity list
XSys_Flower_Log_Send	send
XSys_Flower_Log_Receive	receive
XSys_Recycle_Equip	Tool disassembly
XSys_Recycle_Jade	Dragon jade recycling
XSys_GuildBoon_RedPacket	guild red envelope
XSys_GuildBoon_Shop	guild shop
XSys_GuildBoon_DailyActivity	guild activity
XSys_Arena	arena
XSys_Qualifying	1:1 Ladder Match
XSys_Qualifying2	2:2 Ladder Match
XSys_Team_MyTeam	my team
XSys_Team_TeamList	Team list
XSys_GayValley_Fashion	runway
XSys_GayValley_Fishing	fishing
XSys_TShow_Main	Voting Ranking
XSys_TShow_Vote	vote
XSys_ServerActivity	Battle bonus
XSys_Reward_Dragon	Dragon's Cave
XSys_GuildChallenge_MemberRank	Member ranking
XSys_GuildChallenge_GuildRank	Guild Ranking
XSys_Mall	shop
XSys_Mall_Medal	Priest Shop
XSys_CustomBattle	National PK Tournament
XSys_CustomBattle_BountyMode	Bounty Contest
XSys_CustomBattle_CustomMode	custom match
djlb_	level pack
zllb_	Battle Pack
szsj_	fashion collection
zxfb_	Mainline copy
jyfb_	Elite copy
qrjl_	seven day bonus
LEVEL_REWARD_DRAW	Treasure chest
LEVEL_REWARD_RETURN_ARENA	return
LEVEL_REWARD_RETURN	Return to the main city
LEVEL_CONTINUE	forcibly break through
LEVEL_POWERUP	to get stronger
LEVEL_POWERLOWER	The front is very dangerous, your combat power is not enough, go and improve your combat power first
CAMP_SELECT_JOIN	Are you sure you want to choose this faction to join?
CAMP_SELECT_NOFRIEND	You currently have no friends in the camp
CAMP_SELECT_FRIEND	{0}...and other {1} friends are also in this camp
CAMP_SELECT_FRIEND_DOT	、
CAMP_JUMP_BUTTON_TEXT	Go to {0}
CAMP_CUR_BUTTON_TEXT	Currently {0}
CAMP_HALL_BTNTEXT_SUREQUIT	OK to exit
CAMP_HALL_MESSAGEBOX_TEXT	Are you sure you want to leave the current faction and choose a new faction to join?
CAMP_MISSION_COMMON_INFO_TEXT	Go do your best to complete this task!
CAMP_MISSION_COMMON_ACCOMPLISH_TEXT	Congratulations, you have completed this task, it's amazing, get the reward you deserve!
CAMP_MISSION_GET_AWARD_BTNTEXT	Receive award
CAMP_MISSION_CRUSADE_BTNTEXT	to crusade
CAMP_MISSION_CANCEL_BTNTEXT	hold on
CAMP_MISSION_REFRESH_BTNTEXT	refresh
CAMP_MISSION_REFRESH_MESSAGEBOX_TEXT	This operation will cost you |[im=common/Universal||icon-28|]{0}, are you sure?
CAMP_MISSION_COUNTDOWN_FMT	{0:D2}:{1:D2}:{2:D2}
CAMP_MISSION_EXTRA_REWARD_AMOUNT_FMT	Daily bonus rewards ({0}/{1})
COMMON_COUNT_TOTAL_FMT	{0}/{1}
COMMON_COUNT_TOTAL_NOTENOUGH_FMT	[FF0000]{0}[-]/{1}
COMMON_COUNT_TOTAL_ENOUGH_FMT	[98FF8D]{0}[-]/{1}
CAMP_MISSION_SUBMIT_ENOUGH_AMOUNT_BTN	to submit
CAMP_MISSION_SUBMIT_NOTENOUGH_AMOUNT_BTN	to get
NEST_NO_TIMES_NEED_BUY_MSGBOX	Your nest count is 0, and you will not be able to get any rewards for clearing the level. Do you spend {0} purchase counts?
NEST_NO_TIMES_CANNOT_BUY_MSGBOX	Your number of nests and the number of purchases are 0, you will not be able to get any rewards for clearing the level, whether to enter the team or not
NEST_NO_TIMES_NEED_BUY_TEAMTOWER_MSGBOX	Whether to spend {0} purchases
NEST_NO_TIMES_TEAMTOWER	Maximum number of purchases reached
NEST_DIFFICULTY_LOCK_MSG	Complete the previous difficulty mode to open
NEST_DIFFICULTY_EQUIP_TEXT_11	Level 32 full set of B equipment and strengthen to +6 to challenge
NEST_DIFFICULTY_EQUIP_TEXT_12	Level 32 full set of B equipment and strengthen to +7 to challenge
NEST_DIFFICULTY_EQUIP_TEXT_13	Level 32 armor A and strengthen it to +7 to challenge
NEST_DIFFICULTY_EQUIP_TEXT_21	Level 32 full set of A and strengthen to +6 to challenge
NEST_DIFFICULTY_EQUIP_TEXT_22	Level 32 full set of A and strengthen to +7 to challenge
NEST_DIFFICULTY_EQUIP_TEXT_23	Level 40 armor A and strengthen it to +9 to challenge
FRIEND_CANNOT_SEND_GIFT_FMT	Gifts can only be given if the friendship level is {0} today, and the friendship level can be improved by forming a team
FRIEND_GIFT_ALREADY_SENT	You have already sent a gift today
FRIEND_RECEIVE_ONE_GIFT_HINT_FMT	Your friend {0} gave you 1 gift, go and collect it
FRIEND_SEND_GIFT_HINT_FMT	Gift has been delivered successfully
FRIEND_RECEIVE_GIFT_HINT_FMT	The gift has been received, and you can receive {0} more times today
FRIEND_SEND_PLAT_FRIEND	You gifted your friend {0}{1}
FRIEND_SEND_PLAT_FRIEND_TIP	The gift was successful! Tell your friends right now?
FRIEND_SEND_PLAT_FRIEND_TIP_QQ	Are you sure you want to send a QQ message to notify your friends?
FRIEND_SEND_PLAT_FRIEND_TIP_WX	Are you sure you want to send WeChat messages to notify your friends?
FRIEND_SEND_PLAT_FRIEND_CANCEL	Next time
FRIEND_SEND_PLAT_FRIEND_CANCEL2	Cancel
FRIEND_SEND_PLAT_FRIEND_OK	tell TA
FRIEND_SEND_PLAT_FRIEND_OK2	tell TA
FRIEND_ADDDLG_COUNTDOWN_FMT	Change batch ({0}s)
FRIEND_ADDDLG_NO_COUNTDOWN	change batch
FRIEND_UI_LOCK	Friends not yet open
FRIEND_HINT_TIP1	1. When a player chats with a friend or completes a dungeon in a team, the friendliness degree can be obtained, with a daily limit
FRIEND_HINT_TIP2	2. When the friendliness reaches {0} points, you can send gifts to your friends
FRIEND_ADD_QQ_FRIEND	I'm {0} from Dragon Valley, let's start an adventure together!
FRIEND_ADD_QQ_FRIEND_REMARK	{0}-Dragon Valley
FRIEND_ADD_QQ_FRIEND_TIP	invitation has been sent
FRIEND_ADD_QQ_FRIEND_SEND_SUC	Sent successfully
FRIEND_ADD_QQ_FRIEND_SEND_FAIL	Failed to send
FriendRankWXGameCenterTip	Friends start exclusive privileges from WeChat Game Center
FriendRankQQGameCenterTip	Friends start exclusive privileges from the mobile QQ game center
FINDEXP_FREE_FMT	Retrieve {0} experience
FINDEXP_DRAGONCOIN_FMT	Consume {0} Dragon Coins to get back {1} EXP
FINDEXP_DRAGONCOIN_CONFIRM_DLG_FMT	Consume |[im=common/Universal||icon-28|]{0} to get back {1} experience, are you sure?
DUNGEONSELECT_HARDMODE_LEVEL_LIMIT_FMT	The abyss can only be opened at level {0}
EQUIPCREATE_EQUIPSET_MAKING	Click the icon after completion to view the prop information
EQUIPUPGRADE_EQUIPSET_MAKING	After the upgrade is complete, click the icon to view the prop information
EQUIPCREATE_EQUIPSET_SUCCESS	Packed in! Click the icon to view the item information!
EQUIPCREATE_EQUIPSET_LEVEL_FMT	Level {0}
EQUIPCREATE_EQUIPSET_NO_LEVEL_LIMIT	unlimited
EQUIPCREATE_ERROR_FMT	[FF0000]{0}[-]
EQUIPCREATE_COIN_CANNOT_EXCHANGE	Insufficient gold coins, you can get through the dungeon
EQUIPCREATE_EMBLEMSET_ATTR_FMT	{0} +（{1} - {2}）{n}
EQUIPCREATE_EMBLEMSET_ATTR_FMT2	{0} + {1}{n}
EQUIPCREATE_EMBLEMSET_ATTR_END_FMT	[CAA630] Friendly reminder: Lucky warriors can make the best coat of arms with the third attribute[-]
EQUIPCREATE_EMBLEMSET_ATTR_DEFAULT	? ? ? +(??-??)[aa7de4]{n}Mystical attribute + ? ? ? [-]
EQUIPCREATE_EMBLEMSET_NO_SELECT	Please choose a metal plate in the package on the right to make the coat of arms
TOOLTIP_EMBLEM_IDENTIFY_MSG_FMT	Appraisal of {0} needs to consume {1} dragon coins. After appraisal, the coat of arms will be bound and a third precious attribute will be obtained. Is it appraisal?
TOOLTIP_EMBLEM_IDENTIFY_SKILL_FMT	{1} {2}% of skill [98ff8d][{0}][-]
TOOLTIP_EMBLEM_IDENTIFY_SKILL_1	damage increase
TOOLTIP_EMBLEM_IDENTIFY_SKILL_2	Cooldown reduction
ENHANCE_TRANSFORM_NO_DEST_ITEM	Please select the transfer target equipment on the right
ENHANCE_TRANSFORM_MODAL_DO_FMT	{1} will become bound after transfer
ENHANCE_TRANSFORM_MODAL_ITEM_FMT	{0}+{1}
ENHANCE_TRANSFORM_PANELHINT_FMT	Gain +{1} enhancement level after {0} transfer
ENHANCE_TRANSFORM_LEVEL_FMT	Enhancement Level+{0}
ENHANCE_TRANSFORM_LEVEL2_FMT	Enhancement Level +{0} ~ +{1}
XAttr_MaxHP_Basic	life
XAttr_MaxMP_Basic	max magic
XAttr_PhysicalAtk_Basic	physical attack
XAttr_PhysicalDef_Basic	physical defense
XAttr_Strength_Basic	strength
XAttr_Agility_Basic	agile
XAttr_Intelligence_Basic	intelligence
XAttr_Vitality_Basic	constitution
XAttr_MPRecovery_Basic	Magic recovery speed
XAttr_Critical_Basic	fatal blow
XAttr_CritResist_Basic	lethal resistance
XAttr_Paralyze_Basic	Rigidity
XAttr_ParaResist_Basic	Rigid resistance
XAttr_Stun_Basic	dizzy
XAttr_StunResist_Basic	Stun Resistance
XAttr_CritDamage_Basic	fatal injury
XAttr_FinalDamage_Basic	final damage
XAttr_PhysicalPenetrate2_Basic	physical penetration
XAttr_MagicPenetrate2_Basic	magic penetration
XAttr_AttackDegree_Basic	attack level
XAttr_DefDegree_Basic	Defense class
XAttr_CritDamageVoid_Basic	lethal damage resistance
XAttr_Reflect_Basic	reflection
XAttr_RecoverDegree_Basic	Treatment intensity
XAttr_SlienceResist_Basic	silent resistance
XAttr_FreezeResist_Basic	Freeze Resistance
XAttr_BlindResist_Basic	Blinding Resistance
XAttr_HurtInc_Basic	Seriously injured
XAttr_MagicAtkMod_Total	magic attack
XAttr_MagicDefMod_Total	Magic Defense
XAttr_HPRecovery_Total	life recovery
XAttr_FireAtk_Basic	fire attack
XAttr_FireDef_Basic	fire defense
XAttr_WaterAtk_Basic	water attack
XAttr_WaterDef_Basic	water defense
XAttr_LightAtk_Basic	light attack
XAttr_LightDef_Basic	light defense
XAttr_DarkAtk_Basic	dark attack
XAttr_DarkDef_Basic	dark defense
XAttr_VoidAtk_Basic	no attribute attack
XAttr_VoidDef_Basic	No attribute defense
XAttr_MaxHP_Percent	life
XAttr_MaxMP_Percent	max magic
XAttr_PhysicalAtk_Percent	physical attack
XAttr_PhysicalDef_Percent	physical defense
XAttr_MagicAtk_Percent	Magic attack
XAttr_MagicDef_Percent	Magic defense
XAttr_Strength_Percent	strength
XAttr_Agility_Percent	agile
XAttr_Intelligence_Percent	intelligence
XAttr_Vitality_Percent	constitution
XAttr_Critical_Percent	fatal blow
XAttr_CritResist_Percent	lethal resistance
XAttr_Paralyze_Percent	Rigidity
XAttr_ParaResist_Percent	Rigid resistance
XAttr_Stun_Percent	dizzy
XAttr_StunResist_Percent	Stun Resistance
XAttr_CritDamage_Percent	fatal injury
XAttr_FinalDamage_Percent	final damage
XAttr_FireAtk_Percent	fire attack
XAttr_FireDef_Percent	fire defense
XAttr_WaterAtk_Percent	water attack
XAttr_WaterDef_Percent	water defense
XAttr_LightAtk_Percent	light attack
XAttr_LightDef_Percent	light defense
XAttr_DarkAtk_Percent	dark attack
XAttr_DarkDef_Percent	dark defense
XAttr_VoidAtk_Percent	no attribute attack
XAttr_VoidDef_Percent	No attribute defense
XAttr_PhysicalPenetrate2_Percent	physical penetration
XAttr_MagicPenetrate2_Percent	magic penetration
XAttr_AttackDegree_Percent	attack level
XAttr_DefDegree_Percent	Defense class
XAttr_CritDamageVoid_Percent	lethal damage resistance
XAttr_Reflect_Percent	reflection
XAttr_RecoverDegree_Percent	Treatment intensity
XAttr_SlienceResist_Percent	silent resistance
XAttr_FreezeResist_Percent	Freeze Resistance
XAttr_BlindResist_Percent	Blinding Resistance
XAttr_HurtInc_Percent	Seriously injured
XAttr_Strength_Total	strength
XAttr_Agility_Total	agile
XAttr_Intelligence_Total	intelligence
XAttr_Vitality_Total	constitution
XAttr_Critical_Total	fatal blow
XAttr_CritResist_Total	lethal resistance
XAttr_Paralyze_Total	Rigidity
XAttr_ParaResist_Total	Rigid resistance
XAttr_Stun_Total	dizzy
XAttr_StunResist_Total	Stun Resistance
XAttr_CritDamage_Total	fatal injury
XAttr_FinalDamage_Total	final damage
XAttr_FireAtk_Total	fire attack
XAttr_FireDef_Total	fire defense
XAttr_WaterAtk_Total	water attack
XAttr_WaterDef_Total	water defense
XAttr_LightAtk_Total	light attack
XAttr_LightDef_Total	light defense
XAttr_DarkAtk_Total	dark attack
XAttr_DarkDef_Total	dark defense
XAttr_VoidAtk_Total	no attribute attack
XAttr_VoidDef_Total	No attribute defense
XAttr_PhysicalPenetrate2_Total	physical penetration
XAttr_MagicPenetrate2_Total	magic penetration
XAttr_AttackDegree_Total	attack level
XAttr_DefDegree_Total	Defense class
XAttr_CritDamageVoid_Total	lethal damage resistance
XAttr_Reflect_Total	reflection
XAttr_RecoverDegree_Total	Treatment intensity
XAttr_SlienceResist_Total	silent resistance
XAttr_FreezeResist_Total	Freeze Resistance
XAttr_BlindResist_Total	Blinding Resistance
XAttr_HurtInc_Total	Seriously injured
XAttr_MagicDef_Basic	Magic defense
XAttr_MagicAtk_Basic	Magic attack
XAttr_PhysicalAtk_Total	physical attack
XAttr_PhysicalDef_Total	physical defense
XAttr_MaxHP_Total	life
XAttr_MaxMP_Total	max magic
XAttr_MagicDef_Total	Magic defense
XAttr_MagicAtk_Total	Magic attack
XAttr_PhysicalAtkMod_Percent	physical attack
XAttr_PhysicalDefMod_Percent	physical defense
XAttr_MagicAtkMod_Percent	Magic attack
XAttr_MagicDefMod_Percent	Magic defense
XAttr_PhysicalStrike_Total	physical penetration
XAttr_MagicStrike_Total	magic penetration
Sprite_XAttr_MaxHP_Basic	maximum life
Sprite_XAttr_MaxMP_Basic	max magic
Sprite_XAttr_MagicDef_Basic	Magic defense
Sprite_XAttr_MagicAtk_Basic	Magic attack
Sprite_XAttr_PhysicalAtk_Basic	physical attack
Sprite_XAttr_PhysicalDef_Basic	physical defense
Sprite_XAttr_MaxHP_Basic1	life qualification
Sprite_XAttr_MagicDef_Basic1	Magic Defense Qualification
Sprite_XAttr_MagicAtk_Basic1	Magic Attack Qualification
Sprite_XAttr_PhysicalAtk_Basic1	Material attack qualification
Sprite_XAttr_PhysicalDef_Basic1	Physical Defense Qualification
Sprite_XAttr_Strength_Basic	strength
Sprite_XAttr_Agility_Basic	agile
Sprite_XAttr_Intelligence_Basic	intelligence
Sprite_XAttr_Vitality_Basic	constitution
Sprite_XAttr_MPRecovery_Basic	magic recovery
Sprite_XAttr_Critical_Basic	fatal blow
Sprite_XAttr_CritResist_Basic	lethal resistance
Sprite_XAttr_Paralyze_Basic	Rigidity
Sprite_XAttr_ParaResist_Basic	Rigid resistance
Sprite_XAttr_Stun_Basic	dizzy
Sprite_XAttr_StunResist_Basic	Stun Resistance
Sprite_XAttr_CritDamage_Basic	fatal injury
Sprite_XAttr_FinalDamage_Basic	final damage
Sprite_XAttr_FireAtk_Basic	fire attack
Sprite_XAttr_FireDef_Basic	fire defense
Sprite_XAttr_WaterAtk_Basic	water attack
Sprite_XAttr_WaterDef_Basic	water defense
Sprite_XAttr_LightAtk_Basic	light attack
Sprite_XAttr_LightDef_Basic	light defense
Sprite_XAttr_DarkAtk_Basic	dark attack
Sprite_XAttr_DarkDef_Basic	dark defense
Sprite_XAttr_VoidAtk_Basic	no attribute attack
Sprite_XAttr_VoidDef_Basic	No attribute defense
XAttr_Physical_Penetrate_Total	physical penetration
XAttr_Magic_Penetrate_Total	magic penetration
XAttr_Level	grade
XFashionAttr	fashion attribute bonus
XFashionSuitAttr	Set attribute bonus
XFashionAttrNo	There are currently no fashion bonuses
XFashionSuitAttrNo	There are currently no set bonuses
SUIT_PART_COUNT_EFFECT	{0} piece set:
SUIT_ALL_LEVEL_EFFECT	All Kit+{0} effects:
SUIT_QUALITY	quality fashion
SUIT_QUALITY_THREE	Quality three-piece effect
TIME_FORMAT_MONTHDAY	MM month dd day
SRS_CANNOT_FETCH	Not available
SRS_FETCHED	received
SRS_FETCH	receive
POINT	point
COMMA	，
SWEEP_COUNT	The {0}th sweep
Tower_Sweep_Success	successful sweep
LEVEL_REQUIRE_LEVEL	Level {0} is open
LEVEL_REQUIRE_PRELEVEL	Open after clearing the main line {0}
LEVEL_REQUIRE_DEFAULT	Open after clearing the previous dungeon
LEVEL_REACH_LIMIT_TIMES	Challenges exhausted
LEVEl_REQUIRE_TASK	Continue to complete the main quest and open
LEVEL_GO_UP	[u] go to upgrade
LEVEL_GO_SCENE	[u] Go to the level
