id	percent	maxhp_ratio1	atk_ratio1	def_ratio1	maxhp_ratio2	atk_ratio2	def_ratio2	maxhp_ratio3	atk_ratio3	def_ratio3	maxhp_ratio4	atk_ratio4	def_ratio4	maxhp_ratio5	atk_ratio5	def_ratio5	maxhp_ratio6	atk_ratio6	def_ratio6
980	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
981	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
982	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
983	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
984	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
985	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
986	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
987	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
988	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
989	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
990	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
991	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
992	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
993	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
994	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
995	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
996	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
997	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
998	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
999	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
1000	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
