TaskType	TaskID	PreTaskID	StepID	BranchID	ConditionType	Content	Prof	ProfLevel	TaskTime	EndTime	BeginTaskNPCID	EndTaskNPCID	RequiredLevel	ActivityID	TaskTitle	TaskDesc	InprocessDesc	BeginDesc	EndDesc	PassScene	TaskScene	TaskItem	TaskMonster	RewardItem	MailID	TaskActivity	HideTaskTitleTag	AchieveMedalLevel	TaskStateTutorial
22	1007009		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（9/10）	西戴尔有话说													
22	1007009		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（9/10）	西戴尔有话说													
22	1007010	1007009	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（10/10）	西戴尔有话说													
22	1007010		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（10/10）	西戴尔有话说								9434=1					
22	1007010		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（10/10）	西戴尔有话说													
22	1007010		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（10/10）	西戴尔有话说													
22	1007010		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（10/10）	西戴尔有话说													
22	70000		1	2|3	8	2=1		4					120		森林异状	阿尔杰塔有话吩咐													
22	70000		2	4	8	2=2							120		森林异状	将情况汇报给阿尔杰塔													
22	70000		3	1	8	2=3							120		森林异状	跟阿尔杰塔聊一聊													
22	70000		4		8	126=4							120		森林异状	询问伊西利安森林的异状													
22	70000		5	6	8	2=5							120		森林异状	听听阿尔杰塔的意见													
22	70000		6		9	2=6							120		森林异状		去巨石碑森林调查			51030=1									
22	70000		7	-1	8	2=7							120		森林异状	跟阿尔杰塔汇报								1=200000					
22	70001	70000	1		8	2=1							120		神秘的男孩	阿尔杰塔有些吩咐													
22	70001		2		9	2=2							120		神秘的男孩		调查古森林遗址			51031=1									
22	70001		3	-1	8	2=3							120		神秘的男孩	把结果报告给阿尔杰塔								1=200000					
22	70002	70001	1	2	8	2=1							120		巨石碑之门	将事情经过报告给阿尔杰塔													
22	70002		2	3	8	2=2							120		巨石碑之门	将事情经过报告给阿尔杰塔													
22	70002		3	4	8	2=3							120		巨石碑之门	将事情经过报告给阿尔杰塔													
22	70002		4		8	2=4							120		巨石碑之门	将事情经过报告给阿尔杰塔													
22	70002		5	6	8	11=5							120		巨石碑之门	把信息带给教皇特拉玛依													
22	70002		6		9	11=6							120		巨石碑之门		进入巨石碑长桥巡逻			51032=1									
22	70002		7	8	8	11=7							120		巨石碑之门	跟教皇特拉玛依聊聊													
22	70002		8	-1	8	11=8							120		巨石碑之门	跟教皇特拉玛依聊聊								1=200000					
22	70003	70002	1	2	8	2=1							120		初遇佩达	告诉阿尔杰塔佩达的信息													
22	70003		2		9	2=2							120		初遇佩达		进入旧都的王城			51033=1									
22	70003		3	-1	8	2=3							120		初遇佩达	阿尔杰塔有些疑惑								1=200000					
22	70004	70003	1	2	8	2=1							120		露娜莉亚	听阿尔杰塔分析形式													
22	70004		2	3	8	2=2							120		露娜莉亚	听阿尔杰塔分析形式													
22	70004		3	4	8	2=3							120		露娜莉亚	听阿尔杰塔分析形式													
22	70004		4		9	2=4							120		露娜莉亚		进入巨石碑秘境调查			51034=1									
22	70004		5	6	8	2=5							120		露娜莉亚	告诉阿尔杰塔迷失少女的信息													
22	70004		6	-1	8	2=6							120		露娜莉亚	告诉阿尔杰塔迷失少女的信息								1=200000					
22	70005	70004	1	2	8	2=1							120		熟悉的陌生人	跟阿尔杰塔聊一聊													
22	70005		2	3	8	2=2							120		熟悉的陌生人	跟阿尔杰塔聊一聊													
22	70005		3		9	2=3							120		熟悉的陌生人		进入巨石碑矿脉调查			51035=1									
22	70005		4	5	8	2=4							120		熟悉的陌生人	告诉阿尔杰塔森林的见闻													
22	70005		5	6	8	2=5							120		熟悉的陌生人	告诉阿尔杰塔森林的见闻													
22	70005		6	-1	8	2=6							120		熟悉的陌生人	告诉阿尔杰塔森林的见闻								1=200000					
22	70006	70005	1	2	8	126=1							120		银色猎人	伊西利安激动地叫住你													
22	70006		2	3|4|5	8	126=2							120		银色猎人	伊西利安激动地叫住你													
22	70006		3	6	9	126=3							120		银色猎人		与神秘故友一战			51036=1									
22	70006		4	3	8	126=4							120		银色猎人	伊西利安激动地叫住你													
22	70006		5	2	8	126=5							120		银色猎人	伊西利安激动地叫住你													
22	70006		6	-1	8	126=6							120		银色猎人	伊西利安希望跟你聊一聊								1=200000					
22	70007	70006	1	2	8	122=1							120		杰兰特归来	杰兰特看上去很稚嫩													
22	70007		2	3|4	8	122=2							120		杰兰特归来	杰兰特看上去很稚嫩													
22	70007		3	5	8	122=3							120		杰兰特归来	杰兰特看上去很稚嫩													
22	70007		4	2	8	122=4							120		杰兰特归来	杰兰特看上去很稚嫩													
22	70007		5		8	11=5							120		杰兰特归来	教皇特拉玛依有些话想说													
22	70007		6	7	8	24=6							120		杰兰特归来	莉莉很害怕，安慰她													
22	70007		7		8	24=7							120		杰兰特归来	莉莉很害怕，安慰她													
22	70007		8		8	166=8							120		杰兰特归来	卡汉拉的灵魂对你招手													
22	70007		9		9	166=9							120		杰兰特归来		进入巨石碑之门阻止佩达			51037=1									
22	70007		10	-1	8	122=10							120		杰兰特归来	杰兰特看上去很沮丧								1=200000					
22	70008	70007	1		8	122=1							120		卢比纳特	听杰兰特讲述创世的故事													
22	70008		2	3|4	8	122=2							120		卢比纳特	准备穿过巨石碑之门													
22	70008		3	5	9	122=3							120		卢比纳特		进入门里的世界			51038=1									
22	70008		4	2	8	122=4							120		卢比纳特	听杰兰特讲述创世的故事													
22	70008		5	-1	8	122=5							120		卢比纳特	杰兰特在对你招手								1=200000					
22	70009	70008	1	2	8	2=1							120		红龙的命运	阿尔杰塔担心杰兰特													
22	70009		2		8	2=2							120		红龙的命运	阿尔杰塔担心杰兰特													
22	70009		3	4	8	122=3							120		红龙的命运	杰兰特表情很凝重，安慰他													
22	70009		4	5	8	122=4							120		红龙的命运	杰兰特表情很凝重，安慰他													
22	70009		5		9	122=5							120		红龙的命运		进入红龙的活墓			51039=1									
22	70009		6	-1	8	2=6							120		红龙的命运	阿尔杰塔有心事								1=200000					
22	70010	70009	1	2	8	2=1							120		偶遇贝思柯德	阿尔杰塔看上去很落寞													
22	70010		2		8	2=2							120		偶遇贝思柯德	阿尔杰塔看上去很落寞													
22	70010		3	4	8	122=3							120		偶遇贝思柯德	杰兰特叫住你，他有话想说													
22	70010		4		9	122=4							120		偶遇贝思柯德		进入巨石碑边缘调查			51040=1									
22	70010		5	-1	8	122=5							120		偶遇贝思柯德	杰兰特很伤心，安慰他								1=200000					
22	70011	70010	1	2|3	8	2=1							120		银龙之陨落	跟阿尔杰塔聊一聊													
22	70011		2	4	9	2=2							120		银龙之陨落		进入巨石碑核心与佩达决战			51041=1									
22	70011		3	1	8	2=3							120		银龙之陨落	跟阿尔杰塔聊一聊													
22	70011		4	-1	8	166=4							120		银龙之陨落	卡汉拉的灵魂叫住你								1=200000					
22	70012	70011	1	2|3	8	11=1							120		银色的光芒	特拉玛依愁眉苦脸地看着你													
22	70012		2	4	8	11=2							120		银色的光芒	特拉玛依愁眉苦脸地看着你													
22	70012		3	5	8	11=3							120		银色的光芒	特拉玛依愁眉苦脸地看着你													
22	70012		4		8	11=4							120		银色的光芒	特拉玛依愁眉苦脸地看着你													
22	70012		5	6	8	24=5							120		银色的光芒	莉莉在哭泣，听听她内心的想法													
22	70012		6		8	24=6							120		银色的光芒	莉莉在哭泣，听听她内心的想法													
22	70012		7	8	8	126=7							120		银色的光芒	伊西利安看出你的低落													
22	70012		8		9	126=8							120		银色的光芒		与伊西利安一战体验银弓的力量			51042=1									
22	70012		9	10	8	126=9							120		银色的光芒	伊西利安看出你的低落													
22	70012		10	-1	8	126=10							120		银色的光芒	伊西利安欣慰地看着你								1=200000					
22	70013	70012	1	2	8	122=1							120		安息吧，龙魂	杰兰特内心很悲伤，跟他聊一聊													
22	70013		2	3	8	122=2							120		安息吧，龙魂	杰兰特内心很悲伤，跟他聊一聊													
22	70013		3		8	122=3							120		安息吧，龙魂	杰兰特内心很悲伤，跟他聊一聊													
22	70013		4		9	122=4							120		安息吧，龙魂		进入时空间隙寻找卢比纳特			51043=1									
22	70013		5	-1	8	122=5							120		安息吧，龙魂	杰兰特很低落，安慰他								1=200000					
22	70014	70013	1	2	8	11=1							120		莉莉的鲜花	教皇特拉玛依担心事态发展													
22	70014		2		8	11=2							120		莉莉的鲜花	教皇特拉玛依担心事态发展													
22	70014		3		8	11=3							120		莉莉的鲜花	教皇特拉玛依担心事态发展													
22	70014		4		8	24=4							120		莉莉的鲜花	莉莉为你准备祈福的鲜花													
22	70014		5		9	24=5							120		莉莉的鲜花		进入佩达藏身之地			51044=1									
22	70014		6	-1	8	24=6							120		莉莉的鲜花	莉莉一直在为你祈祷								1=200000					
22	70015	70014	1	2	8	122=1							120		最后的路程	杰兰特欲言又止													
22	70015		2	3	8	122=2							120		最后的路程	杰兰特欲言又止													
22	70015		3	4|5	8	122=3							120		最后的路程	杰兰特欲言又止													
22	70015		4	6	9	122=4							120		最后的路程		进入道别之地			51045=1									
22	70015		5	2	8	122=5							120		最后的路程	杰兰特欲言又止													
22	70015		6	-1	8	122=6							120		最后的路程	跟杰兰特谈谈								1=200000					
22	70016	70015	1	2|3	8	122=1							120		胜利之光	坚定地回答杰兰特的问题													
22	70016		2	4	9	122=2							120		胜利之光		进入佩达的墓地			51046=1									
22	70016		3	1	8	122=3							120		胜利之光	坚定地回答杰兰特的问题													
22	70016		4		8	126=4							120		胜利之光	伊西利安微笑地看着你													
22	70016		5		8	11=5							120		胜利之光	教皇特拉玛终于放心													
22	70016		6	7	8	122=6							120		胜利之光	杰兰特的双眼透着坚毅													
22	70016		7	8|9|10	8	122=7							120		胜利之光	杰兰特的双眼透着坚毅													
22	70016		8	-1	8	122=8							120		胜利之光	杰兰特的双眼透着坚毅								1=200000					
22	70016		9	-1	8	122=9							120		胜利之光	杰兰特的双眼透着坚毅								1=200000					
22	70016		10	11	8	122=10							120		胜利之光	杰兰特的双眼透着坚毅													
22	70016		11	-1	8	122=11							120		胜利之光	杰兰特的双眼透着坚毅								1=200000					
22	70017		1		8	11=1							131		查尔德突袭	跟特拉玛依聊一聊													
22	70017		2	3	8	18=2							131		查尔德突袭	跟西戴尔聊一聊													
22	70017		3		8	18=3							131		查尔德突袭	跟西戴尔聊一聊													
22	70017		4		9	18=4							131		查尔德突袭		进入关卡城门口惊呼			51047=1									
22	70017		5	-1	8	11=5							131		查尔德突袭	跟特拉玛依聊一聊								1=200000					
22	70018	70017	1		8	11=1							131		女神的走狗	跟特拉玛依聊一聊													
22	70018		2	3	8	179=2							131		女神的走狗	跟查尔德打探消息													
22	70018		3	4	8	179=3							131		女神的走狗	跟查尔德打探消息													
22	70018		4	5	8	179=4							131		女神的走狗	跟查尔德打探消息													
22	70018		5	6	8	179=5							131		女神的走狗	跟查尔德打探消息													
22	70018		6	7	8	179=6							131		女神的走狗	跟查尔德打探消息													
22	70018		7		8	179=7							131		女神的走狗	跟查尔德打探消息													
22	70018		8	9|10	8	11=8							131		女神的走狗	将收集的情报告诉特拉玛依													
22	70018		9	10|11	8	11=9							131		女神的走狗	将收集的情报告诉特拉玛依													
22	70018		10	5	8	11=10							131		女神的走狗	将收集的情报告诉特拉玛依													
22	70018		11	10|12	8	11=11							131		女神的走狗	将收集的情报告诉特拉玛依													
22	70018		12	13|14	8	11=12							131		女神的走狗	将收集的情报告诉特拉玛依													
22	70018		13	15	9	11=13							131		女神的走狗		进入关卡查尔德肆虐			51048=1									
22	70018		14	12	8	11=14							131		女神的走狗	将收集的情报告诉特拉玛依													
22	70018		15	-1	8	11=15							131		女神的走狗	将收集的情报告诉特拉玛依								1=200000					
22	70019	70018	1	2	8	181=1							132		首领的祈求	跟村庄首领多力谈一谈													
22	70019		2	3	8	181=2							132		首领的祈求	跟村庄首领多力谈一谈													
22	70019		3		8	181=3							132		首领的祈求	跟村庄首领多力谈一谈													
22	70019		4		8	11=4							132		首领的祈求	将迷之大陆的消息带给特拉玛依													
22	70019		5		9	11=5							132		首领的祈求		进入关卡烧毁的村落			51049=1									
22	70019		6	-1	8	181=6							132		首领的祈求	跟村庄首领多力谈一谈								1=200000					
22	70020	70019	1	2	8	181=1							132		雪山的偶遇	跟村庄首领多力谈一谈													
22	70020		2	3|4	8	181=2							132		雪山的偶遇	跟村庄首领多力谈一谈													
22	70020		3	5	9	181=3							132		雪山的偶遇		进入关卡迷雾雪山			51050=1									
22	70020		4	2	8	181=4							132		雪山的偶遇	跟村庄首领多力谈一谈													
22	70020		5	-1	8	180=5							132		雪山的偶遇	跟蓝发少年奇伊聊一聊								1=200000					
22	70021	70020	1	2|3|4	8	180=1							133		奇伊的记忆	跟蓝发少年奇伊聊一聊													
22	70021		2	5	8	180=2							133		奇伊的记忆	跟蓝发少年奇伊聊一聊													
22	70021		3	5	8	180=3							133		奇伊的记忆	跟蓝发少年奇伊聊一聊													
22	70021		4	5	8	180=4							133		奇伊的记忆	跟蓝发少年奇伊聊一聊													
22	70021		5		8	180=5							133		奇伊的记忆	跟蓝发少年奇伊聊一聊													
22	70021		6		8	181=6							133		奇伊的记忆	将奇伊的信息告诉多力													
22	70021		7		8	180=7							133		奇伊的记忆	质问奇伊的目的													
22	70021		8		9	180=8							133		奇伊的记忆		进入关卡雪地石林			51051=1									
22	70021		9	-1	8	180=9							133		奇伊的记忆	跟蓝发少年奇伊聊一聊								1=200000					
22	70022	70021	1	2	8	180=1							133		冰龙伊贝尔	跟蓝发少年奇伊聊一聊													
22	70022		2		8	180=2							133		冰龙伊贝尔	跟蓝发少年奇伊聊一聊													
22	70022		3		9	180=3							133		冰龙伊贝尔		进入关卡雪山悬崖			51052=1									
22	70022		4	5	8	180=4							133		冰龙伊贝尔	跟蓝发少年奇伊聊一聊													
22	70022		5	-1	8	180=5							133		冰龙伊贝尔	跟蓝发少年奇伊聊一聊								1=200000					
22	70023	70022	1	2|3	8	180=1							134		初遇	听奇伊讲述事情真相													
22	70023		2	4	8	180=2							134		初遇	听奇伊讲述事情真相													
22	70023		3	4	8	180=3							134		初遇														
22	70023		4	5|6	8	180=4							134		初遇	听奇伊讲述事情真相													
22	70023		5	7	8	180=5							134		初遇	听奇伊讲述事情真相	进入关卡悲剧的开始			51053=1									
22	70023		6	4	8	180=6							134		初遇	听奇伊讲述事情真相													
22	70023		7	-1	8	180=7							134		初遇	听奇伊讲述事情真相								1=200000					
22	70024	70023	1	2	8	180=1							134		变故	听奇伊讲述事情真相													
22	70024		2		8	180=2							134		变故	听奇伊讲述事情真相													
22	70024		3		9	180=3							134		变故		进入关卡花海的誓约			51054=1									
22	70024		4	-1	8	180=4							134		变故	听奇伊讲述事情真相								1=200000					
22	70025	70024	1	2	8	180=1							135		危机	跟奇伊聊一聊													
22	70025		2		9	180=2							135		危机		进入关卡决裂的森林			51055=1									
22	70025		3	-1	8	180=3							135		危机	跟奇伊聊一聊								1=200000					
22	70026	70025	1	2	8	180=1							135		败露	跟奇伊聊一聊													
22	70026		2	3	8	180=2							135		败露	跟奇伊聊一聊													
22	70026		3		9	180=3							135		败露		进入关卡破败的村庄			51056=1									
22	70026		4	-1	8	180=4							135		败露	跟奇伊聊一聊								1=200000					
22	70027	70026	1	2|3	8	180=1							136		痛苦	听奇伊讲痛苦的回忆													
22	70027		2	4	8	180=2							136		痛苦	听奇伊讲痛苦的回忆													
22	70027		3	4	8	180=3							136		痛苦	听奇伊讲痛苦的回忆													
22	70027		4	5|6	8	180=4							136		痛苦	听奇伊讲痛苦的回忆													
22	70027		5	7	9	180=5							136		痛苦		进入关卡记忆绝境			51057=1									
22	70027		6	4	8	180=6							136		痛苦	听奇伊讲痛苦的回忆													
22	70027		7	-1	8	180=7							136		痛苦	听奇伊讲痛苦的回忆								1=200000					
22	70028	70027	1	2	8	180=1							136		重生	跟奇伊聊一聊													
22	70028		2		8	180=2							136		重生	跟奇伊聊一聊													
22	70028		3		9	180=3							136		重生		进入关卡雪山的墓地			51058=1									
22	70028		4	-1	8	180=4							136		重生	跟奇伊聊一聊								1=200000					
22	70029	70028	1		8	180=1							137		隐患	跟奇伊聊一聊													
22	70029		2	3	8	181=2							137		隐患	跟多力聊一聊													
22	70029		3	4	8	181=3							137		隐患	跟多力聊一聊													
22	70029		4		8	181=4							137		隐患	跟多力聊一聊													
22	70029		5	6	8	11=5							137		隐患	跟特拉玛依聊一聊													
22	70029		6	7	8	11=6							137		隐患	跟特拉玛依聊一聊													
22	70029		7	8	8	11=7							137		隐患	跟特拉玛依聊一聊													
22	70029		8		8	11=8							137		隐患	跟特拉玛依聊一聊													
22	70029		9	10	8	180=9							137		隐患	跟奇伊聊一聊													
22	70029		10		9	180=10							137		隐患		进入关卡雪山的村庄			51059=1									
22	70029		11	-1	8	180=11							137		隐患	跟奇伊聊一聊								1=200000					
22	70030	70029	1	2	8	180=1							137		穷途	跟奇伊聊一聊													
22	70030		2	3	8	180=2							137		穷途	跟奇伊聊一聊													
22	70030		3		9	180=3							137		穷途		进入关卡奇伊的遗愿			51060=1									
22	70030		4	-1	8	180=4							137		穷途	跟奇伊聊一聊								1=200000					
22	70031	70030	1		8	180=1							138		命运	跟奇伊聊一聊													
22	70031		2	3|4	8	11=2							138		命运	跟特拉玛依聊一聊													
22	70031		3	5	8	11=3							138		命运	跟特拉玛依聊一聊													
22	70031		4	2	8	11=4							138		命运	跟特拉玛依聊一聊													
22	70031		5		9	11=5							138		命运		进入关卡冰霜雪林			51061=1									
22	70031		6	-1	8	11=6							138		命运	跟特拉玛依聊一聊								1=200000					
22	70032	70031	1	2	8	180=1							138		驱逐	告诉奇伊龙玉已交给伊贝尔													
22	70032		2		8	180=2							138		驱逐	告诉奇伊龙玉已交给伊贝尔													
22	70032		3	4	8	181=3							138		驱逐	告诉多力伊贝尔的情况													
22	70032		4	5	8	181=4							138		驱逐	告诉多力伊贝尔的情况													
22	70032		5	6	8	181=5							138		驱逐	告诉多力伊贝尔的情况													
22	70032		6		9	181=6							138		驱逐		进入关卡冰霜平原			51062=1									
22	70032		7	-1	8	181=7							138		驱逐	告诉多力伊贝尔的情况								1=200000					
22	70033	70032	1	2	8	180=1							139		永别	跟奇伊谈一谈													
22	70033		2		8	180=2							139		永别	跟奇伊谈一谈													
22	70033		3		9	180=3							139		永别		进入关卡雪中的告别			51063=1									
22	70033		4	-1	8	11=4							139		永别	跟特拉玛依聊一聊								1=200000					
22	70034	70033	1	2	8	181=1							139		剧终	听听多力的看法													
22	70034		2	3	8	181=2							139		剧终	听听多力的看法													
22	70034		3	4|5	8	181=3							139		剧终	听听多力的看法													
22	70034		4	6	8	181=4							139		剧终	听听多力的看法													
22	70034		5	3	8	181=5							139		剧终	听听多力的看法													
22	70034		6		9	181=6							139		剧终		进入关卡雪山之巅			51064=1									
22	70034		7	-1	8	11=8							139		剧终	跟特拉玛依聊一聊								1=200000					
22	70050		1	2	8	5=1							140		秘传之球	听听缇娜想说什么													
22	70050		2	3	8	5=2							140		秘传之球	听听缇娜想说什么													
22	70050		3	4	8	5=3							140		秘传之球	听听缇娜想说什么													
22	70050		4	5	8	5=4							140		秘传之球	听听缇娜想说什么													
22	70050		5	-1	8	5=5							140		秘传之球	听听缇娜想说什么													
22	70051	70050	1	2	8	5=1							140		赝品	缇娜欲言又止，再问一问详情													
22	70051		2	3	8	5=2							140		赝品	缇娜欲言又止，再问一问详情													
22	70051		3	4	8	5=3							140		赝品	缇娜欲言又止，再问一问详情													
22	70051		4	5	8	5=4							140		赝品	缇娜欲言又止，再问一问详情													
22	70051		5	-1	8	5=5							140		赝品	缇娜欲言又止，再问一问详情													
22	70052	70051	1	2	8	5=1							140		下落不明	听听缇娜的意见													
22	70052		2	3	8	5=2							140		下落不明	听听缇娜的意见													
22	70052		3	4	8	5=3							140		下落不明	听听缇娜的意见													
22	70052		4	-1	8	5=4							140		下落不明	听听缇娜的意见													
22	70053	70052	1	2	8	5=1							140		疑云四起	听听他们吵什么													
22	70053		2	3	8	5=2							140		疑云四起	听听他们吵什么													
22	70053		3	4	8	5=3							140		疑云四起	听听他们吵什么													
22	70053		4	-1	9	5=4							140		疑云四起		进入萌骑士关卡一探究竟				51095=1			1=200000|7=200					
22	70054	70053	1	2	8	2=1							140		银发现身	阿尔杰塔表情冷漠，听听她说什么													
22	70054		2	3	8	2=2							140		银发现身	阿尔杰塔表情冷漠，听听她说什么													
22	70054		3	4	8	2=3							140		银发现身	阿尔杰塔表情冷漠，听听她说什么													
22	70054		4	5	8	2=4							140		银发现身	阿尔杰塔表情冷漠，听听她说什么													
22	70054		5	-1	8	2=5							140		银发现身	阿尔杰塔表情冷漠，听听她说什么													
22	70055	70054	1	2	8	2=1							140		问题女孩	听听夏洛特的救援计划													
22	70055		2	3	8	2=2							140		问题女孩	听听夏洛特的救援计划													
22	70055		3	4	8	2=3							140		问题女孩	听听夏洛特的救援计划													
22	70055		4	5	8	2=4							140		问题女孩	听听夏洛特的救援计划													
22	70055		5	-1	8	2=5							140		问题女孩	听听夏洛特的救援计划													
22	70056	70055	1	2	8	2=1							140		贵族or奴隶	听听阿尔杰塔怎么说													
22	70056		2	3	8	2=2							140		贵族or奴隶	听听阿尔杰塔怎么说													
22	70056		3	4	8	2=3							140		贵族or奴隶	听听阿尔杰塔怎么说													
22	70056		4	5	8	2=4							140		贵族or奴隶	听听阿尔杰塔怎么说													
22	70056		5	-1	8	2=5							140		贵族or奴隶	听听阿尔杰塔怎么说													
22	70057	70056	1	2	8	2=1							140		贝思柯德	高傲的贝思柯德有话说													
22	70057		2	3	8	2=2							140		贝思柯德	高傲的贝思柯德有话说													
22	70057		3	4	8	36=3							140		贝思柯德	高傲的贝思柯德有话说													
22	70057		4	5	8	36=4							140		贝思柯德	高傲的贝思柯德有话说													
22	70057		5	-1	8	36=5							140		贝思柯德	高傲的贝思柯德有话说													
22	70058	70057	1	2	8	36=1							140		萝丝在哪	听听贝思柯德讲述萝丝的下落													
22	70058		2	3	8	36=2							140		萝丝在哪	听听贝思柯德讲述萝丝的下落													
22	70058		3	4	8	36=3							140		萝丝在哪	听听贝思柯德讲述萝丝的下落													
22	70058		4	5	8	36=4							140		萝丝在哪	听听贝思柯德讲述萝丝的下落													
22	70058		5	-1	8	36=5							140		萝丝在哪	听听贝思柯德讲述萝丝的下落													
22	70059	70058	1	2	8	36=1							140		女神教团	贝思柯德终于说出了真相，接着听下去													
22	70059		2	3	8	36=2							140		女神教团	贝思柯德终于说出了真相，接着听下去													
22	70059		3	4	8	36=3							140		女神教团	贝思柯德终于说出了真相，接着听下去													
22	70059		4	-1	9	36=4							140		女神教团		进入萌骑士关卡一探究竟				51096=1			1=200000|7=200					
22	70060	70059	1	2	8	18=1							140		魔法团长	听听西戴尔说什么													
22	70060		2	3	8	18=2							140		魔法团长	听听西戴尔说什么													
22	70060		3	4	8	18=3							140		魔法团长	听听西戴尔说什么													
22	70060		4	5	8	18=4							140		魔法团长	听听西戴尔说什么													
22	70060		5	-1	8	18=5							140		魔法团长	听听西戴尔说什么													
22	70061	70060	1	2	8	18=1							140		卡拉秋之死	听西戴尔讲述来龙去脉													
22	70061		2	3	8	18=2							140		卡拉秋之死	听西戴尔讲述来龙去脉													
22	70061		3	4	8	18=3							140		卡拉秋之死	听西戴尔讲述来龙去脉													
22	70061		4	5	8	18=4							140		卡拉秋之死	听西戴尔讲述来龙去脉													
22	70061		5	-1	8	18=5							140		卡拉秋之死	听西戴尔讲述来龙去脉													
22	70062	70061	1	2	8	18=1							140		复仇	继续听听西戴尔有何对策													
22	70062		2	3	8	18=2							140		复仇	继续听听西戴尔有何对策													
22	70062		3	4	8	18=3							140		复仇	继续听听西戴尔有何对策													
22	70062		4	-1	9	18=4							140		复仇		进入萌骑士关卡一探究竟				51097=1			1=200000|7=200					
22	70063	70062	1	2	8	74=1							140		百合花	听听百合花怎么说													
22	70063		2	3	8	74=2							140		百合花	听听百合花怎么说													
22	70063		3	4	8	74=3							140		百合花	听听百合花怎么说													
22	70063		4	5	8	74=4							140		百合花	听听百合花怎么说													
22	70063		5	-1	8	74=5							140		百合花	听听百合花怎么说													
22	70064	70063	1	2	8	74=1							140		继续追寻	继续聆听百合花													
22	70064		2	3	8	74=2							140		继续追寻	继续聆听百合花													
22	70064		3	4	8	74=3							140		继续追寻	继续聆听百合花													
22	70064		4	5	8	74=4							140		继续追寻	继续聆听百合花													
22	70064		5	-1	9	74=5							140		继续追寻		进入萌骑士关卡一探究竟				51098=1			1=200000|7=200					
22	70065	70064	1	2	8	2=1							140		真相	听听阿尔杰塔怎么说													
22	70065		2	3	8	2=2							140		真相	听听阿尔杰塔怎么说													
22	70065		3	4	8	2=3							140		真相	听听阿尔杰塔怎么说													
22	70065		4	5	8	2=4							140		真相	听听阿尔杰塔怎么说													
22	70065		5	6	8	2=5							140		真相	听听阿尔杰塔怎么说													
22	70065		6	7	8	2=6							140		真相	听听阿尔杰塔怎么说													
22	70065		7	-1	8	2=7							140		真相	听听阿尔杰塔怎么说													
22	70066	70065	1	2	8	2=1							140		巨石碑	继续听听阿尔杰塔怎么说													
22	70066		2	3	8	2=2							140		巨石碑	继续听听阿尔杰塔怎么说													
22	70066		3	4	8	2=3							140		巨石碑	继续听听阿尔杰塔怎么说													
22	70066		4	5	8	2=4							140		巨石碑	继续听听阿尔杰塔怎么说													
22	70066		5	6	8	2=5							140		巨石碑	继续听听阿尔杰塔怎么说													
22	70066		6	7	8	2=6							140		巨石碑	继续听听阿尔杰塔怎么说													
22	70066		7	-1	9	2=7							140		巨石碑		进入萌骑士关卡一探究竟				51099=1			1=200000|7=200					
22	70067	70066	1	2	8	182=1							140		红龙宝玉	听听艾奥纳怎么说													
22	70067		2	3	8	182=2							140		红龙宝玉	听听艾奥纳怎么说													
22	70067		3	4	8	182=3							140		红龙宝玉	听听艾奥纳怎么说													
22	70067		4	5	8	182=4							140		红龙宝玉	听听艾奥纳怎么说													
22	70067		5	6	8	182=5							140		红龙宝玉	听听艾奥纳怎么说													
22	70067		6	7	8	182=6							140		红龙宝玉	听听艾奥纳怎么说													
22	70067		7	-1	8	182=7							140		红龙宝玉	听听艾奥纳怎么说													
22	70068	70067	1	2	8	182=1							140		气势	继续听听艾奥纳怎么说													
22	70068		2	3	8	182=2							140		气势	继续听听艾奥纳怎么说													
22	70068		3	4	8	182=3							140		气势	继续听听艾奥纳怎么说													
22	70068		4	5	8	182=4							140		气势	继续听听艾奥纳怎么说													
22	70068		5	6	8	182=5							140		气势	继续听听艾奥纳怎么说													
22	70068		6	7	8	182=6							140		气势	继续听听艾奥纳怎么说													
22	70068		7	-1	9	182=7							140		气势		进入萌骑士关卡一探究竟				51100=1			1=200000|7=200					
10	7000										13|13|13|13|13|13|13	13|13|13|13|13|13|13	120		装备鉴定教学			艾琳期待地看着你	快试试装备鉴定吧					1=25000|94500=1					
10	7001							4			1|6|5|35|75|123|166	1|6|5|35|75|123|166	60		觉醒开启	想要更强的力量，去导师那询问觉醒的方法吧！		去询问觉醒开启的方法吧	恭喜你勇士，你已经获得觉醒开启					42=120					
10	7002										18|18|18|18|18|18|18	18|18|18|18|18|18|18	130		变身佣兵（1/2）	想试试佣兵的威力吗？	变身佣兵参与战斗	西戴尔有话想说	西戴尔有话想说		95=1			1=100000					
10	7003	7002									18|18|18|18|18|18|18	18|18|18|18|18|18|18	130		变身佣兵（2/2）	想试试佣兵的威力吗？	变身佣兵参与战斗	西戴尔有话想说	西戴尔有话想说		96=1			829=10					
